job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
"Assistant Manager, Logistics Cost",Samsung Electronics,"Mississauga, ON",,"Including free Starbucks coffee/latte machine. Access to Samsung U for 24/7 online learning. At Samsung Electronics Canada, we take pride in the creativity and…",13d,SimplyHired,https://www.workopolis.com/job/i3MeTgaWDWQt8gDjC74hGDyqBaDTl80GCOzeZ_VrGg2dVQA5lil6Aw?q=machine+learning
Test Manager - Cloud RAN vDU,Ericsson,"Ottawa, ON",,"Architecture for automation, AI and machine learning. Approximately 40% of the world’s mobile traffic is carried through an Ericsson network.",6d,SimplyHired,https://www.workopolis.com/job/2QvHJquqqd1it5o-HXgYkTYi5EKZ5sW3d2HpwphDMMgN7LFQMeWuPw?q=machine+learning
"Manager, software development, Omnia AI",Deloitte,"Toronto, ON",,Learn from deep subject matter experts through mentoring and on the job coaching. Be encouraged to deepen your technical skills…whatever those may be.,,SimplyHired,https://www.workopolis.com/job/eeCEZVp4Zm4RSzIIzO3P-Ny8NMOcLuEYs4NH9LBniZ9rgCegCVbVAw?q=machine+learning
"Specialist, Deployment of Technology, Asset Maintenance - RACE21",Teck Resources Limited,"Vancouver, BC",,"Want to make a difference? Join a fast paced, high energy, and dynamic team that is transforming mining for the future. At Teck, we value diversity.",13d,SimplyHired,https://www.workopolis.com/job/yPOrYGgzRcpGZYPJr9nK2q89E3qndD9qch9JtRTTMHB0ZWsx8jTcHA?q=machine+learning
"Intern, Enterprise Architecture",Canadian National Railway,"Montréal, QC",,"Knowledge of AI, Machine Learning, Internet of Things (IoT), Big Data, Computer Vision, advanced analytics, automation, and positioning technologies.",2d,SimplyHired,https://www.workopolis.com/job/0EiLwNQ5LJk2ndvdEXzJIRWmoAz9BoR-b4TV2dLcumYdLDMJ7wjBCw?q=machine+learning
"Principal Scientist and Group Lead, Molecular Simulations",Zymeworks,"Vancouver, BC",,"Proven experience applying machine learning approaches for data mining and knowledge driven protein modeling and optimization. C, C++, Java or FORTRAN).",,SimplyHired,https://www.workopolis.com/job/TW4CNTTF-_AdhZzX6Cgz6Uy_FEE7dFZUzjPLVvgtq0wi3pRSHI_VuA?q=machine+learning
Senior Public Cloud Solution Architect,Softchoice,"Toronto, ON",,"An understanding of emerging cloud technologies, such as in automation, orchestration, cloud management, DevOps, (Big) Data (Science), Security, Portability,…",,SimplyHired,https://www.workopolis.com/job/VZLZRjQeVyDYHuu033mnHzhqCqMfIveBUHe5oJ79zH7FsgHgHfITvw?q=machine+learning
Senior Quality Assurance Analyst,Appnovation Technologies,"Toronto, ON",,"The technology department is focused on delivering software solutions that enable rich consumer experiences, from mobile and web applications to advanced…",,SimplyHired,https://www.workopolis.com/job/hFYmgBjAmlso-eIB8iW6ftzJ188UnAl9Iiu9Z1E1sNNMvE3sXPaTCg?q=machine+learning
Associate Customer Solutions Manager Intern - Summer 2021 (Canada),"AMZN CAN Fulfillment Svcs, ULC","Toronto, ON",,"Big Data, Analytics, Security, DevOps, Application Development, or Machine Learning. You are learning about change management and to ensure that service…",,SimplyHired,https://www.workopolis.com/job/JZTyPYxgk0Yako9CBxUpFCOm8WlyIEsEcGu4Mj_05u4q2ihW7MUGXw?q=machine+learning
Tech Strategy & Advisory Manager,Accenture,"Toronto, ON",,"5+ years of experience with new and emerging technologies, such as, A.I., Machine Learning, DevOps, AR/VR, Cloud solutions and ways of working.",1d,SimplyHired,https://www.workopolis.com/job/ugGAX7kY22mbiabAkfg0CbfHJUCCsNqUwVcIe79HmZUS-ELROnBdxA?q=machine+learning
Senior Backend Engineer (Early Stage Startup),Atomic,Canada,,Machine learning platforms for training and deploying ML models. Atomic is a venture fund that founds companies. BS/MS in computer science or equivalent.,,SimplyHired,https://www.workopolis.com/job/e_gtZdeo8Lpym39tD8BmrvYr5koxbXaYvYB8apjDlU46Jv7EDe_ZuA?q=machine+learning
Sr. Python Developer,Capgemini,"Vancouver, BC",,The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.,,SimplyHired,https://www.workopolis.com/job/1jATrnRH8JXT47udoZzISgrRk_suR1-49L-EDXhrsAt7x7aMe-9nIg?q=machine+learning
Intermediate Customs Account Analyst,Buckland,"St. Thomas, ON",,Opportunities for professional development & ongoing learning. Processing and distributing documents from fax machines to staff. What we can offer you.,8d,SimplyHired,https://www.workopolis.com/job/0uZpS93xfl8U2xKCxqL0zjfCGpHZ20d729ZGCKZY85bwr9_hQ9oD-A?q=machine+learning
ESG Partnership Account Manager,RepRisk,"Toronto, ON",,Cutting edge systems and technology at the interface of machine learning and sustainability. The Partnership Account Manager play an important role in…,,SimplyHired,https://www.workopolis.com/job/A6EC5sbmtEhqZfk_FRTbu-NgRBNqEv1Y6FTaC2V9LkAaEISHQBAgQQ?q=machine+learning
"Senior Software Developer, Omnia AI, Toronto",Deloitte,"Toronto, ON",,"Deploy data analytics automation and machine learning techniques to manage data, predict scenarios and prescribe actions. What will your typical day look like?",,SimplyHired,https://www.workopolis.com/job/q_P9a5ncu2Ucii3PeUAyBW-vUP5MEKzFMjZDzy7YKznNn7ittghIPg?q=machine+learning
"Manager, Operations Intelligence",The Mosaic Company,"Regina, SK",,"Experience with data science, machine learning and AI preferred. Are you our next Manager, Operations Intelligence? Manage performance issues when necessary.",,SimplyHired,https://www.workopolis.com/job/S8M-CAoaB29ArWEAI6hpbcOB7TodNyc4LYXKbJnfLazd6rMrhJAzwg?q=machine+learning
Vocational Training Technician (Welding Shop Technician) Welding & Fitting - Temporary Part-Time,Western Québec School Board,"Gatineau, QC",,He or she may be required to loan tools or machines to students and explain how they work. The principal and customary work of an employee in this class of…,,SimplyHired,https://www.workopolis.com/job/h4--OCsHPCGMhbCMfdWNmNJy0j4bMLghF2XAoprhDAZnOpwug_zNsw?q=machine+learning
.Net Software Developer,Bluewrist,"Markham, ON",,"Interest in learning and result oriented. Develops and markets industrial automation solutions and products in the areas of robotics and machine vision,…",,SimplyHired,https://www.workopolis.com/job/w-8AXt9hui9Gamgi7ArcsqxMsNO6XK-Ge8khKmEZVFLGyhaBClqnSw?q=machine+learning
Production Team Member,Blount International,"Guelph, ON",,"Machine operation experience is an asset. We believe our team members are the foundation of our Company's success, and we are committed to continuous…",,SimplyHired,https://www.workopolis.com/job/rurx7kNo2jIo2rHrm53rCjS44oMEvaUE5pULVKDFy_TwmWW5JOjACw?q=machine+learning
Engineering Manager,Overbond,"Toronto, ON",,Experience in machine learning engineering and end-to-end enterprise level cloud-based machine learning product. Opportunity for learning and self-development.,,SimplyHired,https://www.workopolis.com/job/7F7lYi6U-vQ1WL0SVXtwJe--lSshPhV73ZO6TaZTGhy6-efX5t1wDg?q=machine+learning
"Sr. Manager, Data Analytics, Tim Hortons, Canada",Restaurant Brands International,"Toronto, ON",,"Be a subject matter expert in the field of data analytics, customer segmentation, machine learning and data visualization. Advanced Excel and PowerPoint skills.",,SimplyHired,https://www.workopolis.com/job/0fv_5ESm0R7w0b5o7AIJqr19eRCWsa6T4_lP7bW2-lgOC_yFc4RS7w?q=machine+learning
Ortho Regional Manager - Western Canada,AlignTech,British Columbia,,"Our digital ecosystem combines the power of technology to create beautiful smiles through the integration of AI and machine learning, digital imaging and…",,SimplyHired,https://www.workopolis.com/job/HU5HOiDcTAIIfNdUpT5dG1EhD5aI5IH30tiRPdS2X1Or-SRWHAFo4A?q=machine+learning
Senior Software Developer,1QBit,"Vancouver, BC",,"Collaborating with researchers to implement state-of-the-art algorithms in machine learning, and artificial intelligence.",Today,SimplyHired,https://www.workopolis.com/job/9Qav1Axg9TC8Tkbrp6u3c3fKiBKMPYOKwtavu5vUU6o4lv5K0zZk3w?q=machine+learning
Technical Product Manager,Shinydocs Corporation,"Waterloo, ON",,"Founded in 2014, we leverage artificial intelligence and machine learning to help companies organize their documents by finding unstructured information…",,SimplyHired,https://www.workopolis.com/job/3b-HVknIxzTJit-Iuwt0obrVq7XL5HE5Utyo9YkBscY6hHi0iL7IvA?q=machine+learning
Senior Software Engineer - Agent Tools,ASSURANCE,"Toronto, ON",,And to pay dynamic bonus rewards generated in real-time by machine learning models during phone sales calls. We built a completely serverless telephony platform…,,SimplyHired,https://www.workopolis.com/job/JcvIFs-_veaHc8JgXR_jMP2HjCX0BeHbitKXJPJozW6jRAdJIk-MOw?q=machine+learning
SENIOR CONSULTANT,KPI Digital,"Montréal, QC",,"More specifically Analytics, Digital Marketing, Big Data, Insights, Customer 360, Artificial Intelligence (AI), Machine Learning and Internet of Things (IOT).",,SimplyHired,https://www.workopolis.com/job/diABSgooT3G8FV9-PNnHi9rnvM5Y2PcaNDKT1NAssNJO4a6frqz2PQ?q=machine+learning
Supply Chain Analytics Intern (Jan 2021),Johnson & Johnson Family of Companies,"Markham, ON",,"Must have interest and aptitude for working with big data, data science and machine learning. Supply Chain Analytics Intern – Johnson & Johnson Inc.",,SimplyHired,https://www.workopolis.com/job/ww7PY3nIbUuSPBp7-AdAF6-hSQu33JjKSszWDkxSET1ekq8os6eYrQ?q=machine+learning
"Sr. Consultant, SAP",SYNITI,"Toronto, ON",,"Through a combination of unique data expertise, services, and intelligent software leveraging artificial intelligence and machine learning, we help clients…",,SimplyHired,https://www.workopolis.com/job/gKIt7Il15KPjfagrZq4ESq3GDDBunKk8c8UaaFyLqeUM0NGHjL0heg?q=machine+learning
"Territory Manager, Dental - Calgary",AlignTech,Alberta,,"Our digital ecosystem combines the power of technology to create beautiful smiles through the integration of AI and machine learning, digital imaging and…",,SimplyHired,https://www.workopolis.com/job/HLSMyibFJySb0baTMrXyfcnxYeK5bBIl6XyA2cRKQydFPECJ1kqAMQ?q=machine+learning
Machinist,Wajax,"Kirkland Lake, ON",,Monitors machines in operation to ensure no jamming or product defects. Sets up and operates a variety of general or specialized metalworking machines to repair…,,SimplyHired,https://www.workopolis.com/job/rjcaXOZaBk2L88TfKDTjrALtbeu28hqhLV2iZpXJjV704G8zlVRtoQ?q=machine+learning
Business Development Manager,Hopper,"Toronto, ON",,We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app - one that…,8d,SimplyHired,https://www.workopolis.com/job/76BmYhYKFf3FXKXpRkltPMpp1GIRaG7LVfBOm07N3to8aq8IN0d70Q?q=machine+learning
Développeur / Développeuse logiciel – Interface,Comact,"Mirabel, QC",,"Intelligence Artificielle et machine learning (un atout) ; Passionné, le développeur logiciel – Interface programme en Java dans un environnement dynamique…",,SimplyHired,https://www.workopolis.com/job/91dHUI9nllZVeQALeINBbWLnB-ZbNvu24FI4x32ZAK0fAEp4neKYzw?q=machine+learning
Transportation Planner / Engineer-In-Training,Wood Plc,"Burlington, ON",,"Provide support to Smart Mobility and Digital Solutions team with creative digital solutions, exploring cutting edge transportation solutions by leveraging the…",1d,SimplyHired,https://www.workopolis.com/job/tqqoL2zwd2YT67rAHbYctaQ54p4jspIF5EckQb_RTqC_MBGg1F9XZg?q=machine+learning
Senior Drupal Developer,Appnovation Technologies,"Vancouver, BC",,"The technology department is focused on delivering software solutions that enable rich consumer experiences, from mobile and web applications to advanced…",,SimplyHired,https://www.workopolis.com/job/r3F2thIWsNvT7T9QiqSSDglI6zjgzbN4r5P_ASmPwxgkNHwmkpMsXQ?q=machine+learning
"Stagiaire en développement logiciel, niveau licence, 2021",Google,"Montréal, QC",,"Développement d'applications Web, environnements Unix/Linux, développement d'applications mobiles, systèmes distribués et parallèles, machine learning,…",,SimplyHired,https://www.workopolis.com/job/2gut_BDEla8mRXosva0RR9VqGh6TnrGL-gQJfO64NU802rw2RLu45A?q=machine+learning
Bid Manager,Sandvine,"Waterloo, ON",,"By combining analytics, machine learning, and automation, we help hundreds of network operators around the world make their networks run simpler and smarter –…",12d,SimplyHired,https://www.workopolis.com/job/c4LN_uVpcjGbWiuvxQt7pDR7FbzSeOhrc4uhkKOCF9Mb4d45MsqYRA?q=machine+learning
"Engineering Manager, Shopping Content Mining",Pinterest,"Toronto, ON",,"PhD in Machine Learning or related areas, publication on top ML conferences. Experience on large scale machine learning systems (full ML stack from modelling to…",,SimplyHired,https://www.workopolis.com/job/HAqQBu_GgwbwDw1_30sxT_V2o6ushd7KkMetCcorILdQQXs6h4DTCQ?q=machine+learning
Software Dev Engineer II,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"Experience in big data processing, text mining, and machine learning (ML) domains. Passion for technical innovation and learning new systems/technologies.",,SimplyHired,https://www.workopolis.com/job/FDyBvo2mRLrYQ0k8u1bu4MhY4b7qqpEwFf_nyunARuzHIqlbtuvmHw?q=machine+learning
Senior Consultant - OMNIA AI Product Owner,Deloitte,"Toronto, ON",,"Combining machine - learning capabilities with deep business and industry acumen allows us to solve complex problems and build tangible, enterprising solutions.",,SimplyHired,https://www.workopolis.com/job/BBhyTrWHylsLx4XwoKt6sH6JktyU_MX5iFGENDX3j2Q_EnI1ritkmw?q=machine+learning
Senior iOS Engineer,Credit Sesame,"Toronto, ON",,"Headquartered in the Bay Area with presence across the US and Canada and growing globally, Credit Sesame is helping consumers' cash work for their credit and…",,SimplyHired,https://www.workopolis.com/job/kNEVCUXVVenuom0mgEIE49xycSloc08xHnp2HoEISVsFz1DJdwvwyw?q=machine+learning
Systems Engineer- Eastern Canada,Silver Peak Systems,"Montréal, QC",,You are someone who is curious and is always learning new technologies. You have working knowledge of the installation and configuration of virtual machines on…,,SimplyHired,https://www.workopolis.com/job/12yXDHoJP1Bpzm1IXH-DHQwoC7YBWPiZ7WF2e2LE6DqUeyS1vC2X1g?q=machine+learning
Analytics Design and Delivery Leader,Suncor Energy Services,"Calgary, AB",,"Exposure to data science, and machine learning tools and techniques (e.g. Python, R, Matlab, Weka, supervised and unsupervised learning regression).",5d,SimplyHired,https://www.workopolis.com/job/aZf2ctnrsQBjmEiKz_VyjERDVMOQBiQGH2NJiMbIlKcYGCp6VrUtwg?q=machine+learning
Senior Software Developer,Oracle,"Kitchener, ON",,"At least 2 years of experience working with machine learning platforms or services. As part of our team, you will help design and develop infrastructure…",,SimplyHired,https://www.workopolis.com/job/Cu0GsHr7vJO0eZW5Sggs7So7e3uo75BMDiYtjE_tXu5C46tDWqYgbA?q=machine+learning
DevOps Test Engineer,AON3D,"Montréal, QC",,Experience with Computer vision and Machine learning. AON3D is looking for a DevOps Test Engineer with experience with both software and hardware testing…,,SimplyHired,https://www.workopolis.com/job/8a83PcPckaFUlzsa6kRxMe56e2TyaPPQ3nJujrfVzv8Ews-JIqVB6A?q=machine+learning
"Manager, Inside Sales Team (Vancouver, BC)",Splunk,"Vancouver, BC",,"A growth mentality & a never-ending appetite for learning new things. Join us as we pursue our ground-breaking new vision to make machine data accessible,…",,SimplyHired,https://www.workopolis.com/job/JHucGAkSP5JnW2vsQWk_rRNTnefSMjFJacqwZefs_CwMYT_ys7sMpg?q=machine+learning
Senior Product Manager (Enablement Team),Loopio,"Toronto, ON",,"Solid technical understanding and experience in machine learning and software development; 5+ years work experience in product management, shipping successful…",,SimplyHired,https://www.workopolis.com/job/FMs88d5EIVFUNHtHVOaL4kOGVFB9teI5w1P_KEyXH5nD3KB2pFKfMA?q=machine+learning
Business Intelligence Developer (Spotfire),Numerator,"Ottawa, ON",,"Expertise with big data, analytics, machine learning, and personalization. We are always learning and growing, so we can guarantee that you won’t be bored with…",12d,SimplyHired,https://www.workopolis.com/job/IokPeU6CgWaBmnWjiLlE8u5eGICsTWWVn0DOPmjU1M4hvkHblISaPQ?q=machine+learning
Head of Regulatory Compliance,Revolut,"Toronto, ON",,"You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We want everyone at Revolut to own their story and their…",,SimplyHired,https://www.workopolis.com/job/rzYAqCopw0f7oAk-0xOT0afC6t7Ug5lVvSdGJkqh9WDsp9UO4kx37A?q=machine+learning
Software Engineer - Information Retrieval (IR),BenchSci,"Toronto, ON",,Collaborate with life scientists and machine learning engineers on how to capture and model additional scientific experiments. A background in Life Science.,,SimplyHired,https://www.workopolis.com/job/DQTonNqLsRJ0uFWbqoLSKmdodUp3NS1kj1dkmbxJtKCrlk_tfbsTsQ?q=machine+learning
Microsoft Dynamics Developer - FTE,Quartech Systems Ltd,"Victoria, BC",,Our office is stocked with snacks and a fantastic coffee machine; We are passionate about education—we provide learning opportunities and encourage each other…,12d,SimplyHired,https://www.workopolis.com/job/BJg8TYs-9HpDZNuLSRBPTWXxh2OcjwdcqxLBxbGvCjUOudRsF7VyMQ?q=machine+learning
Lead Test Automation Engineer - Mobile,Paytm,"Toronto, ON",,"We apply big data, artificial intelligence and machine learning to bring the next generation of financial products and services to the Indian, Japanese and…",,SimplyHired,https://www.workopolis.com/job/nH33VRqestkt9Lp2mMek_ea-r--FcbqasJneFUkdVqrGQW3fdwYPaA?q=machine+learning
"Cloud Infrastructure Developer (Microsoft Azure), Vancouver BC",Teck Resources Limited,"Vancouver, BC",,"Deploy, support, and optimize highly scalable, fault tolerant cloud solutions in support of data engineering, machine learning and analytics projects.",2d,SimplyHired,https://www.workopolis.com/job/TP8auVuHcywKrh2ywlVn-H1JXfTsVAa8wyGPozVdhTaX8Ss9JZTnDA?q=machine+learning
DIGITAL MARKETING SPECIALIST,Repustate Inc.,"Toronto, ON",,"Do you want experience in the start-up software world of Artificial Intelligence and Machine Learning? We teach machines how to read, understand, and retrieve…",,SimplyHired,https://www.workopolis.com/job/IRdGxrnNecKP78gpGiMN_Zl8qOjewORa65A6giN_fI6s9bwfwQhmBw?q=machine+learning
Strategic Sourcing Specialist,Blount International,"Guelph, ON",,"Investigate and recommend new sourcing alternatives for tooling, machine tools and materials for manufacturing. RESPONSIBILITIES INCLUDE, BUT ARE NOT LIMTED TO:",12d,SimplyHired,https://www.workopolis.com/job/F6bUlB8ow-IkI0LiHnq4_soxwgGmgOBw3Ny5Qw4zvFJEjuEenRgrHA?q=machine+learning
"Pipeline Maintenance Technician (TEMPORARY), Terrace, BC",Pacific Northern Gas Ltd.,"Terrace, BC",,Continue learning and training in the skills of a Construction Crew Member. Assist others in the operations and maintenance of equipment (hydraulically operated…,,SimplyHired,https://www.workopolis.com/job/871QD3sjSHDNIIi0nZRjolN_VBCF2BNYKZ50xsScG4QM9vSe2Bx-Ow?q=machine+learning
Product Manager – Intermediate to Senior,RaceRocks 3D,"Victoria, BC",,"As Learning Designers, Developers, and Artists, we build training systems using Virtual Reality, Augmented Reality, Simulation, Machine Learning and Artificial…",,SimplyHired,https://www.workopolis.com/job/ylPzTyXP6FqRXZ-SbB7VR8X3r_FBQ0SsDQtQOmJu6STKQfzhb8cdLw?q=machine+learning
"Developer, Machine Learning Engineer",Bell Canada,"Toronto, ON","Estimated: $71,000 - $94,000 a year","Req Id: 272626 At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we’re…",14 days ago,Workopolis,https://www.workopolis.com/jobsearch/viewjob/AmnfYw56gUMS6PkqcACVp_srCorJqZW0FNGTBilaF89VRJw-9O3khA?ak=machine+learning&l=
Machine Learning Developer Intern (4 months),IBM,"Calgary, AB","Estimated: $62,000 - $88,000 a year","Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/8_JfsQTcEGI7NOFUGQJ4IjF3Nc3xnYThlriAn4DvPymBmUhe0neZ1g?ak=machine+learning&l=
- Machine Learning Engineer,Paytm,"Toronto, ON","Estimated: $85,000 - $110,000 a year","About Paytm Labs: At Paytm Labs, we’re on a mission to provide useful technological solutions that enrich and empower millions of people in their daily lives.…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/h1ehJQSwtJuo--BzJz6dn-EAqK8IQbaEjfUBIaXwWnFfDhbBP1U-pQ?ak=machine+learning&l=
Software Engineer - Machine Learning,Workday,"Vancouver, BC","Estimated: $76,000 - $100,000 a year","Do what you love. Love what you do. At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/FgfEndIaQCey3c1bwIOSEnZXG7M9crrM_4wssmPwPpFnoRMmWWKezw?ak=machine+learning&l=
Machine Learning Programmer,ThinkRF Corp,"Ottawa, ON","Estimated: $77,000 - $100,000 a year",The Company ThinkRF is a rapidly growing Ottawa based technology company that is the leader in developing software-defined spectrum analysis platforms that…,5 days ago,Workopolis,https://www.workopolis.com/jobsearch/viewjob/KPIc6IcIRRcilQaH_USyRHgyPASBanOhjPeoQm7kvP-2g46fngjPLQ?ak=machine+learning&l=
Machine Learning Engineer,MobSquad,"Vancouver, BC","Estimated: $80,000 - $110,000 a year","ABOUT MOBSQUAD We are a well-funded, hyper-growth, scale-up looking for an experienced Machine Learning Engineer. If you've ever dreamed of working with a…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/s9Fp9HDK8AMpUAWC_i_APeuZUdqgMpNPugUeDuM280Q3axsE-d_Dmw?ak=machine+learning&l=
Data Engineer - Machine Learning,Prenuvo Inc,"Vancouver, BC","Estimated: $82,000 - $110,000 a year","Prenuvo Inc. (dba Voxelwise Imaging Technologies Inc.) Overview We are looking for a high-calibre, driven, technically-skilled software engineer to join…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/hKkyNDFaxGVkxkhIaA2OJK8NNG3JS88rXaTvb0kSWn6nAlpjxPc1Sw?ak=machine+learning&l=
Data Scientist – Machine Learning,A4 Systems Corporation,"Calgary, AB","Estimated: $75,000 - $110,000 a year",Education Bachelor’s Degree in Computer Science or another quantitative field Experience Minimum 5 years of experience manipulating data sets and building…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/Hb-Dbmzcf-TJLHMIfo28I_b3RHAyBllZaNcxxdUKLM1FlADzGIM3vA?ak=machine+learning&l=
Research Engineer (Machine Learning and Computer Vision),Roboeye,"Toronto, ON","Estimated: $80,000 - $110,000 a year",You will Implement state-of-the-art machine learning and deep learning algorithms for object detection from point cloud Implement point cloud and image…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/GbA36lZu6R4GEMRMCZfmR2K2dVGUHiqsOUBJxLLl9Y1Jj1nZbLgPnA?ak=machine+learning&l=
"Specialist, Data Science and Machine Learning Development",Gartner,"Quebec City, QC","Estimated: $65,000 - $96,000 a year","What makes Gartner Research & Advisory a GREAT fit for you? When you join the world’s leading Research & Advisory company, you’ll be part of a team that…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/Du-2uGmGPREWL7OthMT4Q0O0DynUYKd2_RebjgR-4wMOQ_QKobQaKw?ak=machine+learning&l=
Software Engineer - Machine Learning (Remote),Yelp,Remote,"Estimated: $59,000 - $78,000 a year","Yelp has hundreds of millions of pieces of user-contributed content, millions of users and business listings, and hundreds of thousands of advertising…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/mnAVQjBi45oFqy0jJBiNc6_ekmdVdt5sXJgM86N2UL9lCaaar16Tog?ak=machine+learning&l=
Backend Data Engineer (Machine Learning),REPLICANT,Remote,"Estimated: $60,000 - $82,000 a year",About Replicant Replicant is a Conversational AI technology that works out of the box to solve customer problems over the phone. We craft great conversations…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/lY6Sj4lnTDEKpUp515Ra2svz6rQo7ZUiu_UNgoJIGMOiGEe0vyodYg?ak=machine+learning&l=
Machine Learning Engineer,Workday,"Vancouver, BC","Estimated: $76,000 - $99,000 a year","Do what you love. Love what you do. At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/y-urPON3oNZvtay2vtTod11IPcJXzaUmKvwrLmH9eutukHt_q33zPg?ak=machine+learning&l=
"Software Engineer, Machine Learning","Grammarly, Inc.","Vancouver, BC","Estimated: $63,000 - $87,000 a year","Grammarly is continuing to grow our team during the COVID-19 pandemic, conducting fully remote hiring and onboarding processes. All Grammarly team members can…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/ZP0QKG0F4ky_9Jn6wBYIFuDlS2nP-skp-gbiQvcHyc31j9FyawoaGA?ak=machine+learning&l=
Software Engineer – AI/Machine Learning,Boast Capital,"Toronto, ON","Estimated: $89,000 - $120,000 a year","Each year the US and Canadian governments give out billions of dollars in R&D tax credits through a very manual and broken process. At Boast.AI, we are…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/hPGMTYgHWnuNjvk4xtWRvoD7CMfV2TCU2tMmBYYGVuAoPZHoFq9o-w?ak=machine+learning&l=
Machine Learning Engineer – OCR,Katalyst Data Management,Canada,"Estimated: $70,000 - $89,000 a year",Join the dynamic and collaborative team at Katalyst Data Management (Katalyst)! Katalyst is seeking a Machine Learning Engineer - OCR with great problem…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/8umGb4t2nsNSAujA43xve30A81lj-8KSZwnYl7R6N3a6VaGUde-09g?ak=machine+learning&l=
Machine Learning Software Developer,Primate Labs,"Toronto, ON","Estimated: $60,000 - $87,000 a year","Primate Labs, a small (but mighty!) software company located in Toronto, is looking for enthusiastic developers to join our team and help us build a new…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/1lplwo23z4DoVeJ3gtJ1Tg3LriaHYSA4WIAmsoEIOSftTYWbENDKdA?ak=machine+learning&l=
Machine Learning Engineer,ASSURANCE,"Toronto, ON","Estimated: $85,000 - $120,000 a year",About Assurance At Assurance we are disrupting the antiquated and inefficient world of insurance and financial services. Our team of world class software…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/ZAhvLfhZW48zk9ue-YlJsrlu-Cs-rfXQlKIKiM84oqT0mK5XwOQJgw?ak=machine+learning&l=
Machine Learning Engineer,Aviva,"Markham, ON","Estimated: $80,000 - $110,000 a year","Join an exciting team of actuaries, data scientists and engineers at the forefront of leveraging data to drive decisions at every level of our organization.…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/CypPD_XgxyCTIwtTUXyraQK8qMLIL8zJvi1NQgcAKJh0AZlUukuuIg?ak=machine+learning&l=
Sr Machine Learning Product Engineer (Layer 6),TD Bank,"Toronto, ON",,"Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/-othLWY66qlDAIcTa-DfOgQ6ho0nFL_ZQRWT6BfcAEg3bzeZ8UjhkA?ak=machine+learning&l=
"Research Intern, Machine Perception & Learning (PhD)",Facebook,Remote,"Estimated: $55,000 - $75,000 a year","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building…",,Workopolis,https://www.workopolis.com/jobsearch/viewjob/1Lkg19KB8elI5BkzW4JLqaPWTZUlULpSXUgwzuztRml0L9RPgzK9KA?ak=machine+learning&l=
PhD University Grad Machine Learning Engineer,Pinterest,"Toronto, ON","Estimated: $66,000 - $87,000 a year",PLEASE ONLY APPLY FOR THIS POSITION ONCE. Location preferences are specified within the application. Multiple applications may delay our recruitment process.…,,Workopolis,https://www.workopolis.com/jobsearch/viewjob/FTml7s0S-nUPVY4K3Gu9gcLCR5qxh4iajKYWMTLv0Fp6wigv-Yj_bA?ak=machine+learning&l=
"Software Engineer, Back-End (Machine Learning)","Grammarly, Inc.","Vancouver, BC","Estimated: $62,000 - $89,000 a year","Grammarly is continuing to grow our team during the COVID-19 pandemic, conducting fully remote hiring and onboarding processes. All Grammarly team members can…",12 days ago,Workopolis,https://www.workopolis.com/jobsearch/viewjob/7REdMHQRSR_bjI29V5JwKshCHvNzIoL6DvsDwcK8HmgSuwDEjY6lbw?ak=machine+learning&l=
