job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Data Scientist,PERITUS.AI,"Montréal, QC",,"Understand the  by interacting with the Subject Matter Experts.,We embrace a human-in-the-loop philosophy to train  sets, refine recommendation quality,…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a50adb5e2d387ece&fccid=6d1dddf9d7cdcbc5&vjs=3
Data Science Manager,MobSquad,"Calgary, AB",,"You have experience using   techniques to find  patterns, anomalies, and optimization opportunities.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2d8bebfb2ac0ce77&fccid=e140fb6d05504c9a&vjs=3
Senior Data Scientist,roomview Technologies Inc.,"Vancouver, BC",,"Able to understand various  structures and common methods in  transformation.,4+ years’ practical experience with  processing, database programming…",16 days ago,Indeed.ca,https://ca.indeed.com/company/roomvu-Technologies/jobs/Senior-Data-Scientist-789a258154738099?fccid=f53a52f761e67ccb&vjs=3
Senior BI Manager,MSi Corp (Bell Canada),"Toronto, ON",$60 - $70 an hour,Lead and manage team of highly technical  Scientists to deliver machine learning and speech technology solutions to improve Customer Experience and optimize…,5 days ago,Indeed.ca,https://ca.indeed.com/company/MSi-Corp/jobs/Senior-Bi-Manager-839d661ad3c3f5f6?fccid=183e06e7def5a52c&vjs=3
Data Scientist,Guestlogix,Remote,,"With our platform, airlines can deliver content that lets passengers tailor their trip uniquely for themselves.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=908a832217baa491&fccid=cb1dc55bc7b8a49f&vjs=3
Game Data Analyst,SOFTGAMES,Remote,,"The ideal candidate will be a data-driven advisor who enjoys deep diving into our games, has the ability to do independent research and generate insights from…",13 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d648d642b74b9b32&fccid=f5630d25add4525e&vjs=3
Data Scientist - RACE21,Teck Resources Limited,"Vancouver, BC",,"A minimum of 3 years’ experience in  science.,Experienced in applied   within business operations and industry environments.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=dd58e13fddcc99a9&fccid=33dfaa8965cf2bf4&vjs=3
Senior Data Scientist - RACE21,Teck Resources Limited,"Vancouver, BC",,"A minimum of 3 years’ experience in  science.,Experienced in applied   within business operations and industry environments.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=aa5645ca61c4b611&fccid=33dfaa8965cf2bf4&vjs=3
Data Scientist,TC Transcontinental,"Brampton, ON",,"Have experience in analyzing PoS transactional data.,Distil  into finding and prepare results for presentation to senior management.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3f0b023e5d7940d4&fccid=4e0bc64650e499bb&vjs=3
Data Scientist,Loblaw Companies Limited,"Brampton, ON",,"Function as an interpreter or an intermediary, identifying  needs and explaining the importance and use of  pertaining to measurement.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0f7a930e3752158d&fccid=bc30630cfcc120d4&vjs=3
Conseiller(ère) Senior en Data Science,Sia Partners,"Montréal, QC",,"Fort d’une équipe de plus de 1 650 conseillers de haut niveau, nous accompagnons nos clients dans la conduite de leurs projets de transformation.",23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1ececcfdaa682903&fccid=4b32d0c68d487097&vjs=3
Computer Vision Specialist/Engineer,Besnovo,"Ajax, ON",,Besnovo (formerly BRIC Engineered Systems) is a leading system integrator in industrial robotics and automation and has a track record of developing…,4 days ago,Indeed.ca,https://ca.indeed.com/company/Besnovo/jobs/Computer-Vision-Specialist-Engineer-003a12b19f62d1fd?fccid=fa5e4fce2fa4c772&vjs=3
Data Scientist,Mistplay,"Montréal, QC",,"Masters degree in Mathematics, Computer , Artificial Intelligence or   related field is required.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3307c2623088b5ec&fccid=dd616958bd9ddc12&vjs=3
Senior Game Data Analyst,Kabam,"Vancouver, BC",,"Finding answers to business questions via hands-on exploration of  sets using SQL, dashboards, statistical analysis, and  visualizations.",2 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a2b19e4bcc47f97e&fccid=fde47f06a6b44d5e&vjs=3
"Project Manager, Data & Implementation Science",University Health Network,"Toronto, ON",$56 an hour,"Drive business insight and demonstrate benefits of implemented initiatives to the organization by applying sound  analysis,  quality,  reporting &…",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d39b74134f0a926c&fccid=2bef55e014d470c4&vjs=3
Statistical Programmer,Sterling Life ,"Markham, ON",,"Produce ad hoc  summaries, when requested during the course of a trial.,Identify system and process improvements and develop and implement solutions to…",1 day ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=31553432a6432c1b&fccid=328239a98d86c44c&vjs=3
Data Scientist,Arrow Designs,"Vancouver, BC",,"Clear understanding of logical and physical database design and data.,We marry design and engineering language in ways that produce impactful and memorable…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4129374f9a925c25&fccid=6ea67f85b28fc3ff&vjs=3
Data Scientist,Huddle,"Moncton, NB",,"Strong understanding of  and business.,Experience with one or more   frameworks (e.g. Numpy, Scikit-learn, Scipy, Pandas).",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=062bee07cbcc910b&fccid=4679ec1dd2878ba1&vjs=3
Business Intelligence Manager,Imperial Tobacco Canada,"Montréal, QC","$190,000 - $195,000 a year","Ensures the  integrity of all BI tools and products across Marketing.,Develops an organizational  training & capability calendar to increase DQ across…",9 days ago,Indeed.ca,https://ca.indeed.com/company/Imperial-Tobacco-Canada/jobs/Business-Intelligence-Manager-13e8dc62abf2e27e?fccid=127dd540d0dffd47&vjs=3
Specialist- Azure Data & AI,Microsoft,"Mississauga, ON",,Providing insight and feedback from customers and partners to the Microsoft Worldwide Industry Teams to help learning and improvement in industry solutions and…,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=3edabf6a486ef199&fccid=734cb5a01ee60f80&vjs=3
IBM - Data Scientist,Quebec en Mexico,"Quebec City, QC",,"Completed an internship in  modelling or in   using Python or R.,Avoir effectué un stage en modélisation des données ou en  des données…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9b1032b0a680e022&fccid=942c4ec626ccb63b&vjs=3
Data Scientist – Machine Learning,A4 Systems Corporation,"Calgary, AB",,"Process large amounts of structured and unstructured , including integrating  from multiple sources.,Develop and test custom  models and algorithms…",23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=84f7dd7a863e8dcf&fccid=6ab3be9937bcbd63&vjs=3
Data Scientist Intern,Guavus,"Montréal, QC",,"Perform  validation exercises, tracing  from source to applications to confirm.,Analyze  and present insights.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6ca3c36df1e4b6c9&fccid=f8529b1ea6204edf&vjs=3
"Database Administator, Omnia AI, Montreal",Deloitte,"Montréal, QC",,"You are passionate about software and development, and have strong problem solving and analytical skills.,Top professionals to coach and develop you.",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=556a4a1ff8cb7370&fccid=9e215d88a6b33622&vjs=3
"Data Scientist, Video Analytics",Geotab,"Oakville, ON",,"Interface with product managers,  engineers,  scientists and software developers to gather requirements.,Practical understanding of Python and SQL.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=97fe05003fe3072d&fccid=31921a4bf53a6026&vjs=3
Research Intern - AI/Deep Learning,Deeplite Inc,"Montréal, QC",,"As a postdoctoral researcher or Ph.D. student, you will be tasked to advance the  and technology of Deeplite's engine.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=189ff940de22d99f&fccid=187ebc2d25d59123&vjs=3
Data Analyst,SNC-Lavalin,"Toronto, ON",,"Experience with  validation in a  warehouse context.,Analyze experimental and production  (Data Historians, Process Analytical Technologies) for…",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=77a6378f57a3b270&fccid=59b04a51f1164f7e&vjs=3
Data Scientist - TELUS Digital,TELUS,"Toronto, ON",,"Analyze source  (including structured and unstructured ), cleanse , and support the building of  pipelines.,Ensure  privacy is respected.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b56337f9a96cd34a&fccid=4512634d9e7338a8&vjs=3
"Direction adjointe de service, intelligence artificielle",CSVDC,"Granby, QC","$84,166 - $112,219 a year","Volet développement de solutions d’intelligence artificielle et persévérance scolaire*.,Collabore à la réalisation d’analyses liées à la réussite éducative;",5 days ago,Indeed.ca,https://ca.indeed.com/company/Commission-scolaire-du-Val--des--Cerfs/jobs/Direction-Adjointe-De-Service-4a4acafb8fd81c50?fccid=2aa001f54520f819&vjs=3
"Direction adjointe de service, intelligence artificielle",CSVDC,"Granby, QC","$84,166 - $112,219 a year","Volet développement de solutions d’intelligence artificielle et persévérance scolaire*.,Collabore à la réalisation d’analyses liées à la réussite éducative;",5 days ago,Indeed.ca,https://ca.indeed.com/company/Commission-scolaire-du-Val--des--Cerfs/jobs/Direction-Adjointe-De-Service-4a4acafb8fd81c50?fccid=2aa001f54520f819&vjs=3
Principal Data Analyst,Behavox,"Montréal, QC",,"Select relevant  and aggregate it into representative quality metrics.,5+ experience of working with large datasets and many different  sources.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d8b0a29e4ad2e8f5&fccid=131bed7b726f4d12&vjs=3
Senior Data Scientist,Geotab,"Oakville, ON",,Provide expert project leadership as a SME: guidance to team members and participate in cross-departmental projects establishing Geotab as a leader in data…,18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=33fc77753a2d82b1&fccid=31921a4bf53a6026&vjs=3
DATA SCIENTIST,Temetrix,"Ottawa, ON",,"2+ years practical   or engineering work experience out of school, in quantitative domains.,The quantitative research team is looking for an entry…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1671413c2aaa3011&fccid=6b8274f384c00579&vjs=3
Data Scientist,Canadian Security Intelligence Service,"Ottawa, ON","$89,400 - $108,820 a year","The candidate must possess seven (7) years of experience in  ,  analytics or  mining.,Regularly update knowledge of academic and industry…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=dc519d8dc229ae16&fccid=19150974fd7b2a28&vjs=3
Data Scientist,Providence Health Care,"Vancouver, BC",,Reviews clinical  at aggregate levels on a regular basis using analytical reporting tools to support the identification of risks and  patterns or trends…,15 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ba662e5eccb30cd6&fccid=e98b37c86f8eec83&vjs=3
Game Mathematician,Game Hive Corporation,"Toronto, ON",,"Able to draw qualitative conclusions out of quantitative data.,Working closely with the product and  teams, you will create compelling player experiences…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=af54165b695569a7&fccid=14fcbdb0bd2b535f&vjs=3
Data Scientist,Brain Finance,"Montréal, QC",,"Developing  analysis and  solutions with Python.,Utilizing Apache Spark, Apache Kafka, and Apache Cassandra to develop scalable real-time and data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=fd887acbc144a8e7&fccid=6f679e2241486aec&vjs=3
"Manager, Data and Analytics, Google Cloud Support",Google,"Waterloo, ON",,"Previous experience in analytics, business intelligence reporting,  , or  warehousing.,7 years of experience managing  and analytics programs…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d8761623e5717287&fccid=a5b4499d9e91a5c6&vjs=3
Data Scientist II,SurveyMonkey,"Ottawa, ON",,"Strong programming skills, expert knowledge of algorithms, and  structures (Python preferred).,Equipped with rich product  ranging from text to image…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6315879a041a34bd&fccid=14932909b46ac703&vjs=3
Data Scientist,AlayaCare,"Montréal, QC",,"Ensure  quality and integrity.,Interpret and analyze  problems.,Lead  mining and collection procedures.,Conceive, plan and prioritize  projects.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=760b08a8f0cede04&fccid=13f7b6c4bb5e093b&vjs=3
Data Scientist,TELUS,"Toronto, ON",,"Identify and Document key  assets and critical  elements for operational data.,5 or more years of  analytics experience covering large  volumes…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=6cfcc173c607444c&fccid=4512634d9e7338a8&vjs=3
Data Scientist,Neon,"Vancouver, BC",,"Your endless curiosity will help to provide insight into how   fits into the big picture at Neon.,Present  that can immediately answer questions…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=27405c6a5c928802&fccid=70dcb313de6ce890&vjs=3
Internship Data Scientist,American Iron and Metal,"Montréal, QC",,Learn and apply different AI/data  components/models for the algorithm to be properly translated in production code.,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7b8722feb5fdb2a5&fccid=b444d75eb84efc9c&vjs=3
Sr. Data Scientist,Enverus,"Calgary, AB",,"Prior experience developing and maintaining  products.,Build  products to solve problems in the oil and gas industries.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7673a5213c49563f&fccid=ae6e7e80af0b5a8f&vjs=3
Data Analyst Intern,7D Surgical,"Toronto, ON",,"Working towards a bachelor’s degree in engineering, math,   or a health-related discipline.,Brainstorming to identify  required to solve business…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=50ae513cdfbe8018&fccid=86c28b84f2d86fb1&vjs=3
"Analytics, Data Strategy, Data Management & Governance, Senior Associate",PwC,"Toronto, ON",,"Understand and relay key  and analytics concepts at a fundamental level, such as  strategy,  management,  governance,  reporting and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=153680a7be627d50&fccid=5e964c4afc56b180&vjs=3
Data Analyst,Dialpad,"Kitchener, ON",,"The work is a mix of  exploration, hypothesis testing, database administration,  analysis, and business intelligence.",22 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5e5f3c6a415d7037&fccid=0c10910a7ccf3c63&vjs=3
Principal Data Scientist,Vanguard,"Toronto, ON",,"Identifies and diagnoses  inconsistencies and errors, documents  assumptions, and forages to fill  gaps.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=2dc8d4ed5d532581&fccid=510aa29fcf8f87d9&vjs=3
Senior Data Scientist,Microsoft,"Vancouver, BC",,"Develop analytical  sets which can be used to for analytics and  science.,4+ years relevant experience in advanced analytics or   roles.",25 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=5f773a517dcc0699&fccid=734cb5a01ee60f80&vjs=3
Data Scientist,Gannett,"Toronto, ON",,"Has a passion for helping stakeholders find  solutions to business problems.,Maintain and enhance current models, tools and  sources.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=93043fc73e0cfd85&fccid=1230acb7e56c6df5&vjs=3
Analytics Client Lead and Development,Advanced Analytics and Research Lab (AAARL),"Toronto, ON","$3,500 a month","Attend analytics,  , AI and industry conferences and workshops, developing your own network.,About the role: The primary role of Analytics Client…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=55d963f02ffab2b0&fccid=7d5418aa8bf737a7&vjs=3
MARKETING DATA ANALYST -EN,Nvizzio Creations,"Montréal, QC",,"Extract, consolidate, and analyze  from various  platforms; deliver insights and actionable next steps based on this  to help guide marketing and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=34ca02fd0329e390&fccid=436b5edb4838ca5f&vjs=3
